product_id,external_id,title,brand,category,subcategory,url,source,price_current,price_original,currency,discount_pct,has_discount,rating_score,reviews_count,availability,description,images_count,first_image,tags,scraped_at
9de6bb86-a8fe-4ec2-9f10-d12069f799fc,2361514099610,Kellogg's Deluxe Honey Pro,Kellogg's,Food,,https://www.amazon.com/product/kellogg-s-deluxe-honey-pro-11,amazon,1697.78,,USD,,False,3.9,40,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/2361514099610.jpg,amazon|food,2026-03-26T14:16:30.355666
1a0d24b0-a82b-4b39-90a6-e08a9f0694a1,5954927580305,Flymo Seed Pack Lite,Flymo,Garden,,https://www.amazon.com/product/flymo-seed-pack-lite-12,amazon,501.01,656.32,USD,23.7,True,2.7,19,limited,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/5954927580305.jpg,amazon|garden,2026-03-25T05:08:29.721269
eec5d38c-174c-43ce-9493-e8d396a3e1ea,3903917342815,Random House Lightweight Masterclass Pro,Random,Books,,https://www.amazon.com/product/random-house-lightweight-masterclass-pro-13,amazon,1618.47,2314.41,USD,30.1,True,4.0,523,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/3903917342815.jpg,amazon|books,2026-03-20T15:08:24.363037
e12e5236-2df7-4567-8a48-1c371c1e6cb1,4827224209574,New Balance Pro Running Shoes v2,New,Sports,,https://www.amazon.com/product/new-balance-pro-running-shoes-v2-14,amazon,196.35,263.11,USD,25.4,True,4.8,258,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/4827224209574.jpg,amazon|sports,2026-03-23T08:32:59.797953
6d0e31e5-b054-4258-9f76-73a71b284e81,9157815009162,Gardena Pruning Shears Plus,Gardena,Garden,,https://www.amazon.com/product/gardena-pruning-shears-plus-15,amazon,1854.61,,USD,,False,3.5,229,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/9157815009162.jpg,amazon|garden,2026-03-23T00:55:11.756245
8be96939-6b9e-49f0-90c5-e6c6e0babd9d,8752356367922,NYX Perfume 2024,NYX,Beauty,,https://www.amazon.com/product/nyx-perfume-2024-16,amazon,2229.93,2876.61,USD,22.5,True,4.9,221,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/8752356367922.jpg,amazon|beauty,2026-03-25T03:45:04.107662
f7ff8592-5103-4eb6-9fd1-c3fff5065ef2,7916490670419,Nike High Performance Backpack Plus,Nike,Sports,,https://www.amazon.com/product/nike-high-performance-backpack-plus-17,amazon,28.51,,USD,,False,4.8,366,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/7916490670419.jpg,amazon|sports,2026-03-27T05:09:15.804269
6e4acae4-cf71-4651-9e98-9e703df9bbfc,3651758293892,Huawei Elite Router,Huawei,Electronics,,https://www.amazon.com/product/huawei-elite-router-18,amazon,1448.91,,USD,,False,3.6,119,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/3651758293892.jpg,amazon|electronics,2026-03-28T09:12:41.248979
33896ef1-f87a-4658-9080-cc1ba81ea9ea,6780430008318,HarperCollins Ultra Workbook Pro,HarperCollins,Books,,https://www.amazon.com/product/harpercollins-ultra-workbook-pro-19,amazon,526.2,678.8,USD,22.5,True,,0,in_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.amazon.example/img/6780430008318.jpg,amazon|books,2026-03-26T00:02:05.930234
bd43ec92-7621-427f-8365-5c6d2f9efd11,6290329026635,Fenty Beauty Smart Moisturiser Plus,Fenty,Beauty,,https://www.amazon.com/product/fenty-beauty-smart-moisturiser-plus-20,amazon,309.73,446.01,USD,30.6,True,3.5,179,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/6290329026635.jpg,amazon|beauty,2026-03-26T15:39:45.228793
0c4d36ba-7048-4d72-acb2-d4d94e49848f,6150632310778,Husqvarna Heavy Duty Fertiliser,Husqvarna,Garden,,https://www.amazon.com/product/husqvarna-heavy-duty-fertiliser-21,amazon,919.06,1038.54,USD,11.5,True,3.9,2,in_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.amazon.example/img/6150632310778.jpg,amazon|garden,2026-03-24T11:18:53.767844
b49d7b7d-fecd-4f6c-ac8f-71ab6ae150b0,4806921200450,Mobil Deluxe Car Charger v2,Mobil,Automotive,,https://www.amazon.com/product/mobil-deluxe-car-charger-v2-22,amazon,1688.36,1806.55,USD,6.5,True,3.4,225,out_of_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/4806921200450.jpg,amazon|automotive,2026-03-17T14:55:34.457086
2a408fd8-f995-45b4-ac2e-308ec91e9d37,4974487516188,Gucci Bag Pro,Gucci,Fashion,,https://www.amazon.com/product/gucci-bag-pro-23,amazon,2184.74,,USD,,False,5.0,254,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/4974487516188.jpg,amazon|fashion,2026-03-26T23:10:36.488796
8423a9e8-ad71-43fd-a91c-e5c9cf0ee212,9551317048091,OnePlus Keyboard 2024,OnePlus,Electronics,,https://www.amazon.com/product/oneplus-keyboard-2024-24,amazon,24.72,,USD,,False,3.6,308,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/9551317048091.jpg,amazon|electronics,2026-03-24T03:06:10.925318
958ba07a-c0b6-4fc0-aad2-80e6d2592773,7012563835448,Shell Elite Air Freshener Lite,Shell,Automotive,,https://www.amazon.com/product/shell-elite-air-freshener-lite-25,amazon,610.38,817.91,USD,25.4,True,4.5,246,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/7012563835448.jpg,amazon|automotive,2026-03-18T11:04:16.657660
aa54146d-88b3-45d5-885b-228c3e9ed99e,0301713828271,New Balance Yoga Mat v2,New,Sports,,https://www.amazon.com/product/new-balance-yoga-mat-v2-26,amazon,927.66,,USD,,False,3.7,125,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/0301713828271.jpg,amazon|sports,2026-03-21T18:33:50.035542
8e792d21-58b0-423e-bc11-29ada5deb917,3131679689542,Shell Air Freshener v2,Shell,Automotive,,https://www.amazon.com/product/shell-air-freshener-v2-27,amazon,1434.63,,USD,,False,,0,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/3131679689542.jpg,amazon|automotive,2026-03-27T21:04:30.354077
e04de67c-e8b3-4a02-98e8-fb638ba8b3e4,3951612131990,Adidas Smart Tennis Racket Pro,Adidas,Sports,,https://www.amazon.com/product/adidas-smart-tennis-racket-pro-28,amazon,371.79,,USD,,False,,0,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/3951612131990.jpg,amazon|sports,2026-03-22T05:22:54.890410
e9596d2c-210d-405a-aab3-80d13d06913d,3175015568328,Bosch Air Freshener 2024,Bosch,Automotive,,https://www.amazon.com/product/bosch-air-freshener-2024-29,amazon,2438.78,,USD,,False,3.5,135,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/3175015568328.jpg,amazon|automotive,2026-03-19T03:28:32.598202
db610435-1711-47af-bd07-2c056694094a,0870396803687,Kellogg's Pro Olive Oil Plus,Kellogg's,Food,,https://www.amazon.com/product/kellogg-s-pro-olive-oil-plus-30,amazon,2414.84,,USD,,False,4.8,801,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/0870396803687.jpg,amazon|food,2026-03-24T04:11:41.121608
1ab2137a-7c04-4f86-869f-0d9f0020d0fd,7577981906237,Dell Monitor Plus,Dell,Electronics,,https://www.amazon.com/product/dell-monitor-plus-31,amazon,2171.82,,USD,,False,2.8,54,limited,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/7577981906237.jpg,amazon|electronics,2026-03-20T10:40:54.617768
018c85d5-d94c-433d-ab07-dfd4db7cfc11,5250479932924,Nike High Performance Resistance Bands 2024,Nike,Sports,,https://www.amazon.com/product/nike-high-performance-resistance-bands-2024-32,amazon,1136.65,,USD,,False,3.2,278,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/5250479932924.jpg,amazon|sports,2026-03-27T16:26:07.487153
aa80cbc9-da1a-460a-b7d2-106514de1061,9865923257357,Fisher-Price Building Set Max,Fisher-Price,Toys,,https://www.amazon.com/product/fisher-price-building-set-max-33,amazon,874.17,1215.1,USD,28.1,True,2.5,165,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/9865923257357.jpg,amazon|toys,2026-03-19T16:53:16.702043
698667bb-ce4f-4ff5-b395-9e568ba38db2,8952889808788,Castrol Tool Kit,Castrol,Automotive,,https://www.amazon.com/product/castrol-tool-kit-34,amazon,1656.12,2351.69,USD,29.6,True,,0,in_stock,High-quality construction ensures long-term reliability and consistent performance.,1,https://cdn.amazon.example/img/8952889808788.jpg,amazon|automotive,2026-03-21T18:14:24.374027
9fc027e7-9bbd-4382-a254-84500da7e701,2943511892929,Fenty Beauty Conditioner Max,Fenty,Beauty,,https://www.amazon.com/product/fenty-beauty-conditioner-max-35,amazon,419.9,,USD,,False,3.8,1017,out_of_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/2943511892929.jpg,amazon|beauty,2026-03-20T10:57:54.593785
612c52eb-3490-4558-9caa-a0a3b6662cb2,0971320920413,Zara Sneakers Lite,Zara,Fashion,,https://www.amazon.com/product/zara-sneakers-lite-36,amazon,282.05,,USD,,False,4.8,49,limited,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/0971320920413.jpg,amazon|fashion,2026-03-17T21:58:52.812192
00ecf9ba-7e4e-4208-8c07-7f544bc0ebf8,0480126196390,Fisher-Price Science Kit Plus,Fisher-Price,Toys,,https://www.amazon.com/product/fisher-price-science-kit-plus-37,amazon,2090.84,,USD,,False,3.1,505,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/0480126196390.jpg,amazon|toys,2026-03-25T16:59:57.202087
cdac13c1-43d1-4f35-a2d4-ee1f56eb1240,4164054295968,Dell Smartwatch Pro,Dell,Electronics,,https://www.amazon.com/product/dell-smartwatch-pro-38,amazon,1805.76,,USD,,False,3.0,258,out_of_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/4164054295968.jpg,amazon|electronics,2026-03-25T11:59:26.686280
2be76eb3-6349-4179-87a1-e9dfa25394e3,0536921354631,Under Armour Ultra Yoga Mat Max,Under,Sports,,https://www.amazon.com/product/under-armour-ultra-yoga-mat-max-39,amazon,2341.36,,USD,,False,2.9,131,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/0536921354631.jpg,amazon|sports,2026-03-14T23:58:58.629190
a2072645-0bcf-4aee-b2d8-1a51180bcb46,7492327568553,Adidas Essential Gym Gloves,Adidas,Sports,,https://www.amazon.com/product/adidas-essential-gym-gloves-40,amazon,1756.27,,USD,,False,4.0,678,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/7492327568553.jpg,amazon|sports,2026-03-21T00:54:25.650197
6bed84aa-df21-4d74-ab5f-89654192434d,3881038956508,Barbie Board Game Plus,Barbie,Toys,,https://www.amazon.com/product/barbie-board-game-plus-41,amazon,2484.5,3180.16,USD,21.9,True,,0,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/3881038956508.jpg,amazon|toys,2026-03-18T16:55:57.688720
57acd0d7-223f-4378-902c-9c62425ef6e4,6198467049585,Xiaomi Router v2,Xiaomi,Electronics,,https://www.amazon.com/product/xiaomi-router-v2-42,amazon,1300.58,1391.62,USD,6.5,True,4.4,399,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/6198467049585.jpg,amazon|electronics,2026-03-27T03:34:54.984849
fd1a2517-0b99-4213-9eb0-24edc84ed2b8,5901553521514,Gardena Wireless Plant Pot Max,Gardena,Garden,,https://www.amazon.com/product/gardena-wireless-plant-pot-max-43,amazon,1657.08,,USD,,False,4.6,249,in_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.amazon.example/img/5901553521514.jpg,amazon|garden,2026-03-20T02:49:01.631549
31a18930-8c8f-470b-a795-14c21ee6c56d,5834828061032,Adidas Wireless Dumbbell Set,Adidas,Sports,,https://www.amazon.com/product/adidas-wireless-dumbbell-set-44,amazon,1793.08,,USD,,False,2.5,73,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/5834828061032.jpg,amazon|sports,2026-03-28T07:49:12.509935
d2608f47-4360-44ce-81b8-bd0b2ee9e77c,2421652965576,Fenty Beauty Wireless Perfume 2024,Fenty,Beauty,,https://www.amazon.com/product/fenty-beauty-wireless-perfume-2024-45,amazon,473.85,511.76,USD,7.4,True,4.4,135,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/2421652965576.jpg,amazon|beauty,2026-03-21T05:22:29.071831
707eccb7-5873-45fd-998c-82115e8d6860,5463567463767,LEGO Art Set Pro,LEGO,Toys,,https://www.amazon.com/product/lego-art-set-pro-46,amazon,1301.91,,USD,,False,4.4,29,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/5463567463767.jpg,amazon|toys,2026-03-23T21:34:28.576010
bbfbe6ff-5134-462d-ba0f-6afe374a59b4,5166950270191,Adidas Jump Rope Max,Adidas,Sports,,https://www.amazon.com/product/adidas-jump-rope-max-47,amazon,960.34,1017.96,USD,5.7,True,4.9,667,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/5166950270191.jpg,amazon|sports,2026-03-16T17:36:31.808658
af20a2ad-4cd6-4d95-ba6b-fcc392cefb97,7114337878022,Acer Premium Headphones,Acer,Electronics,,https://www.amazon.com/product/acer-premium-headphones-48,amazon,521.09,,USD,,False,4.0,248,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/7114337878022.jpg,amazon|electronics,2026-03-14T14:12:09.086341
47123632-2ce4-4a04-8e2c-3cbdb5768e8f,1982350841678,Kellogg's Granola 2024,Kellogg's,Food,,https://www.amazon.com/product/kellogg-s-granola-2024-49,amazon,722.4,,USD,,False,,0,out_of_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/1982350841678.jpg,amazon|food,2026-03-16T08:57:43.387068
964f9fb9-7620-4b87-b034-c0ccba377267,6232062204414,Oxford Advanced Course,Oxford,Books,,https://www.amazon.com/product/oxford-advanced-course-50,amazon,2246.93,,USD,,False,3.9,120,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/6232062204414.jpg,amazon|books,2026-03-26T06:40:14.200459
db98103e-b4ec-4b39-82ad-02071e96aa63,7080191061598,Shell Dash Camera v2,Shell,Automotive,,https://www.amazon.com/product/shell-dash-camera-v2-51,amazon,2075.68,2283.25,USD,9.1,True,4.7,1569,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/7080191061598.jpg,amazon|automotive,2026-03-18T10:13:11.393124
f4705491-ad55-4f03-abfd-692941626a64,0834378505948,Black+Decker Fertiliser Pro,Black+Decker,Garden,,https://www.amazon.com/product/black-decker-fertiliser-pro-52,amazon,922.24,1005.24,USD,8.3,True,,0,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/0834378505948.jpg,amazon|garden,2026-03-22T22:07:28.194286
4e23cd25-5126-4fcd-8366-b828fe6475b1,4765229587568,Puma Yoga Mat v2,Puma,Sports,,https://www.amazon.com/product/puma-yoga-mat-v2-53,amazon,1384.09,1896.2,USD,27.0,True,4.2,353,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/4765229587568.jpg,amazon|sports,2026-03-18T00:18:49.218746
32cffea0-cbea-46a0-8c7e-115f34f9722c,1796230686460,Reebok Resistance Bands 2024,Reebok,Sports,,https://www.amazon.com/product/reebok-resistance-bands-2024-54,amazon,105.19,,USD,,False,4.5,59,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/1796230686460.jpg,amazon|sports,2026-03-26T09:51:33.096193
3520d26d-de79-4170-9b02-590106d16534,9161896189045,Charlotte Tilbury Perfume,Charlotte,Beauty,,https://www.amazon.com/product/charlotte-tilbury-perfume-55,amazon,333.56,,USD,,False,,0,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/9161896189045.jpg,amazon|beauty,2026-03-24T21:22:16.119299
e3c39485-cfef-41d3-9c08-872294efe9b1,0184354381768,Kellogg's Compact Protein Bar,Kellogg's,Food,,https://www.amazon.com/product/kellogg-s-compact-protein-bar-56,amazon,193.46,,USD,,False,3.0,196,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/0184354381768.jpg,amazon|food,2026-03-27T15:11:56.868911
3a9ce1c3-7c40-41ac-b5ec-d8744c41b65c,6534935261999,NYX Advanced Shampoo v2,NYX,Beauty,,https://www.amazon.com/product/nyx-advanced-shampoo-v2-57,amazon,118.92,,USD,,False,4.9,423,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/6534935261999.jpg,amazon|beauty,2026-03-25T06:29:55.929399
1367efa7-afab-444d-9371-b57be4db1a96,4106547781190,Castrol Ultra Car Mat Pro,Castrol,Automotive,,https://www.amazon.com/product/castrol-ultra-car-mat-pro-58,amazon,334.67,,USD,,False,3.2,74,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/4106547781190.jpg,amazon|automotive,2026-03-25T17:09:16.603066
eec2ed2a-614d-4b86-8298-ae45a72e8435,1810319599894,Ralph Lauren Smart Jacket Lite,Ralph,Fashion,,https://www.amazon.com/product/ralph-lauren-smart-jacket-lite-59,amazon,2403.51,2547.72,USD,5.7,True,4.7,542,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/1810319599894.jpg,amazon|fashion,2026-03-18T23:06:00.324552
06fbf2e8-4c69-4d7f-a11c-a3b8017ccc04,1091639387014,HP High Performance Laptop Pro,HP,Electronics,,https://www.amazon.com/product/hp-high-performance-laptop-pro-60,amazon,965.28,,USD,,False,,0,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/1091639387014.jpg,amazon|electronics,2026-03-17T10:21:52.139947
4301dc4e-4647-476d-882a-d695b72e5d5f,8898039534665,NGK Elite Tool Kit Pro,NGK,Automotive,,https://www.amazon.com/product/ngk-elite-tool-kit-pro-61,amazon,626.52,745.56,USD,16.0,True,4.7,442,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/8898039534665.jpg,amazon|automotive,2026-03-15T11:56:03.281735
d03748dd-b688-45ec-a0ba-484011db2ced,5826047742919,Bosch Heavy Duty Fertiliser,Bosch,Garden,,https://www.amazon.com/product/bosch-heavy-duty-fertiliser-62,amazon,1397.96,,USD,,False,4.1,35,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/5826047742919.jpg,amazon|garden,2026-03-16T12:40:01.794919
a8e2248f-2195-4f3c-91d5-c7d6a06fcb9d,4058394818550,Gardena Pro Fertiliser Lite,Gardena,Garden,,https://www.amazon.com/product/gardena-pro-fertiliser-lite-63,amazon,1771.12,2001.37,USD,11.5,True,4.6,9,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/4058394818550.jpg,amazon|garden,2026-03-14T14:37:16.725990
ee750020-18e2-4f41-b634-21006043be0f,1183464075456,Shell Professional Car Mat Plus,Shell,Automotive,,https://www.amazon.com/product/shell-professional-car-mat-plus-64,amazon,2239.08,,USD,,False,4.7,125,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/1183464075456.jpg,amazon|automotive,2026-03-23T22:00:08.091252
acc25bc4-93e2-4d11-82e4-088813043458,3904420607251,Puma Lightweight Backpack Plus,Puma,Sports,,https://www.amazon.com/product/puma-lightweight-backpack-plus-65,amazon,1733.84,,USD,,False,4.5,18,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/3904420607251.jpg,amazon|sports,2026-03-18T04:09:29.047285
633618a1-d267-4377-ab6f-eaecd2caa8fb,0328030757747,Cadbury Nuts Mix Pro,Cadbury,Food,,https://www.amazon.com/product/cadbury-nuts-mix-pro-66,amazon,1256.2,,USD,,False,4.0,520,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/0328030757747.jpg,amazon|food,2026-03-19T16:00:53.792328
84190116-c72d-4858-aa0a-a79f0adb0301,8677628847820,Fisher-Price Classic Art Set Max,Fisher-Price,Toys,,https://www.amazon.com/product/fisher-price-classic-art-set-max-67,amazon,2167.17,,USD,,False,4.2,308,limited,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/8677628847820.jpg,amazon|toys,2026-03-26T14:07:52.682370
fe508247-2b00-4d2b-8440-47d3543a8e53,4984812561615,Charlotte Tilbury Smart Moisturiser v2,Charlotte,Beauty,,https://www.amazon.com/product/charlotte-tilbury-smart-moisturiser-v2-68,amazon,270.02,,USD,,False,4.5,111,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/4984812561615.jpg,amazon|beauty,2026-03-14T15:44:50.396100
0715fba0-ee5d-4e78-a708-0c74e9091f0d,2167457764364,Puma Resistance Bands Max,Puma,Sports,,https://www.amazon.com/product/puma-resistance-bands-max-69,amazon,880.14,,USD,,False,4.5,1025,limited,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/2167457764364.jpg,amazon|sports,2026-03-24T14:08:04.083606
94c4f146-8df3-44e8-9f5e-ed500c02841f,8051147120056,NYX Professional Shampoo,NYX,Beauty,,https://www.amazon.com/product/nyx-professional-shampoo-70,amazon,212.21,,USD,,False,4.2,242,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/8051147120056.jpg,amazon|beauty,2026-03-23T00:02:49.058674
26341406-d9bb-43a1-b7b6-f5f6f1969143,8360797607040,Nike Pro Yoga Mat Max,Nike,Sports,,https://www.amazon.com/product/nike-pro-yoga-mat-max-71,amazon,2319.27,,USD,,False,,0,limited,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/8360797607040.jpg,amazon|sports,2026-03-27T04:37:14.947875
2556ec75-9010-46be-8c76-781a5ef132ca,5661331019087,Braun Smart Blender Max,Braun,Home,,https://www.amazon.com/product/braun-smart-blender-max-72,amazon,2375.77,,USD,,False,,0,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/5661331019087.jpg,amazon|home,2026-03-15T23:55:56.419782
7124860b-0c89-4154-98e5-3ac152694c0c,2082395316259,IKEA Heavy Duty Rug Plus,IKEA,Home,,https://www.amazon.com/product/ikea-heavy-duty-rug-plus-73,amazon,505.07,555.58,USD,9.1,True,,0,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/2082395316259.jpg,amazon|home,2026-03-14T19:05:32.691784
